transactionId,bankReference,status,amount,currency,settlementBatchId,receivedAt,settledAt,responseCode,responseMessage,metadata
TXN-90040,BNK-90040,SETTLED,12500.0,INR,BATCH-20260801-08,2026-08-01 12:43:52,2026-08-01 13:00:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90041,BNK-90041,SETTLED,299.0,INR,BATCH-20260801-03,2026-08-01 12:55:46,2026-08-01 13:19:46,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90042,BNK-90042,SETTLED,12500.0,INR,BATCH-20260801-17,2026-08-01 13:00:09,2026-08-01 13:25:09,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90043,BNK-90043,SETTLED,1599.0,INR,BATCH-20260801-12,2026-08-01 13:09:37,2026-08-01 13:23:37,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90044,BNK-90044,SETTLED,799.0,INR,BATCH-20260801-03,2026-08-01 13:14:25,2026-08-01 13:22:25,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90045,BNK-90045,SETTLED,12500.0,INR,BATCH-20260801-04,2026-08-01 13:18:47,2026-08-01 13:41:47,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90045,BNK-90045-DUP,SETTLED,12500.0,INR,BATCH-20260801-04,2026-08-01 13:18:47,2026-08-01 13:41:47,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""duplicateTest"": true}"
TXN-90046,BNK-90046,SETTLED,2499.0,INR,BATCH-20260801-18,2026-08-01 13:32:59,2026-08-01 14:01:59,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90047,BNK-90047,SETTLED,3499.0,INR,BATCH-20260801-18,2026-08-01 13:38:38,2026-08-01 14:04:38,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90048,BNK-90048,SETTLED,3499.0,INR,BATCH-20260801-05,2026-08-01 13:43:12,2026-08-01 13:56:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90049,BNK-90049,SETTLED,4999.0,INR,BATCH-20260801-10,2026-08-01 13:49:54,2026-08-01 14:10:54,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90050,BNK-90050,SETTLED,2899.0,INR,BATCH-20260801-10,2026-08-01 14:01:36,2026-08-01 14:25:36,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90051,BNK-90051,SETTLED,1599.0,INR,BATCH-20260801-07,2026-08-01 14:04:24,2026-08-01 14:28:24,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90052,BNK-90052,SETTLED,4999.0,INR,BATCH-20260801-03,2026-08-01 14:09:36,2026-08-01 14:20:36,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90053,BNK-90053,SETTLED,4200.0,INR,BATCH-20260801-17,2026-08-01 14:22:10,2026-08-01 14:43:10,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90054,BNK-90054,SETTLED,999.0,INR,BATCH-20260801-06,2026-08-01 14:25:11,2026-08-01 14:44:11,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90055,BNK-90055,SETTLED,4999.0,INR,BATCH-20260801-06,2026-08-01 14:32:36,2026-08-01 14:58:36,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90056,BNK-90056,PENDING,799.0,INR,BATCH-20260801-15,2026-08-01 14:42:52,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90057,BNK-90057,SETTLED,199.0,INR,BATCH-20260801-07,2026-08-01 14:43:30,2026-08-01 15:02:30,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90058,BNK-90058,SETTLED,6750.0,INR,BATCH-20260801-04,2026-08-01 14:55:24,2026-08-01 15:13:24,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90059,BNK-90059,SETTLED,12500.0,INR,BATCH-20260801-13,2026-08-01 15:05:18,2026-08-01 15:20:18,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90060,BNK-90060,SETTLED,4999.0,INR,BATCH-20260801-10,2026-08-01 15:09:04,2026-08-01 15:35:04,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90061,BNK-90061,REJECTED,199.0,INR,BATCH-20260801-09,2026-08-01 15:13:02,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90062,BNK-90062,SETTLED,499.0,INR,BATCH-20260801-13,2026-08-01 15:17:56,2026-08-01 15:28:56,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90063,BNK-90063,SETTLED,299.0,INR,BATCH-20260801-08,2026-08-01 15:31:12,2026-08-01 15:40:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90064,BNK-90064,SETTLED,299.0,INR,BATCH-20260801-02,2026-08-01 15:34:39,2026-08-01 16:04:39,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90065,BNK-90065,PENDING,4999.0,INR,BATCH-20260801-01,2026-08-01 15:42:44,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90066,BNK-90066,SETTLED,199.0,INR,BATCH-20260801-20,2026-08-01 15:49:53,2026-08-01 15:57:53,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90067,BNK-90067,SETTLED,799.0,INR,BATCH-20260801-12,2026-08-01 16:02:54,2026-08-01 16:18:54,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90068,BNK-90068,SETTLED,799.0,INR,BATCH-20260801-04,2026-08-01 16:02:39,2026-08-01 16:26:39,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90069,BNK-90069,SETTLED,899.0,INR,BATCH-20260801-16,2026-08-01 16:12:00,2026-08-01 16:39:00,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90070,BNK-90070,PENDING,2899.0,INR,BATCH-20260801-01,2026-08-01 16:21:49,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90071,BNK-90071,SETTLED,12500.0,INR,BATCH-20260801-14,2026-08-01 16:23:47,2026-08-01 16:46:47,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90072,BNK-90072,SETTLED,1599.0,INR,BATCH-20260801-14,2026-08-01 16:28:11,2026-08-01 16:16:11,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90073,BNK-90073,SETTLED,2899.0,INR,BATCH-20260801-20,2026-08-01 16:39:51,2026-08-01 16:47:51,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90074,BNK-90074,SETTLED,999.0,INR,BATCH-20260801-01,2026-08-01 16:51:12,2026-08-01 16:34:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90075,BNK-90075,SETTLED,299.0,INR,BATCH-20260801-07,2026-08-01 16:55:36,2026-08-01 17:15:36,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90076,BNK-90076,SETTLED,799.0,INR,BATCH-20260801-19,2026-08-01 17:02:59,2026-08-01 17:27:59,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90077,BNK-90077,SETTLED,199.0,INR,BATCH-20260801-10,2026-08-01 17:06:35,2026-08-01 17:26:35,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90078,BNK-90078,REJECTED,199.0,INR,BATCH-20260801-06,2026-08-01 17:16:13,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90079,BNK-90079,SETTLED,2499.0,INR,BATCH-20260801-05,2026-08-01 17:18:06,2026-08-01 17:46:06,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90080,BNK-90080,SETTLED,6750.0,INR,BATCH-20260801-07,2026-08-01 17:26:28,2026-08-01 17:43:28,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90081,BNK-90081,SETTLED,1549.0,INR,BATCH-20260801-11,2026-08-01 17:38:37,2026-08-01 17:50:37,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90082,BNK-90082,SETTLED,1599.0,INR,BATCH-20260801-12,2026-08-01 17:37:39,2026-08-01 17:48:39,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90083,BNK-90083,SETTLED,1999.0,INR,BATCH-20260801-19,2026-08-01 17:52:56,2026-08-01 18:01:56,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90084,BNK-90084,SETTLED,2499.0,INR,BATCH-20260801-12,2026-08-01 17:57:59,2026-08-01 18:21:59,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90085,BNK-90085,SETTLED,799.0,INR,BATCH-20260801-19,2026-08-01 18:00:40,2026-08-01 18:08:40,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90086,BNK-90086,SETTLED,199.0,INR,BATCH-20260801-11,2026-08-01 18:09:38,2026-08-01 18:37:38,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90087,BNK-90087,SETTLED,1250.0,INR,BATCH-20260801-03,2026-08-01 18:20:03,2026-08-01 18:37:03,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90088,BNK-90088,SETTLED,799.0,INR,BATCH-20260801-07,2026-08-01 18:23:26,2026-08-01 18:40:26,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90089,BNK-90089,REJECTED,299.0,INR,BATCH-20260801-14,2026-08-01 18:27:11,,R01,Settlement rejected by bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90090,BNK-90090,SETTLED,12500.0,INR,BATCH-20260801-10,2026-08-01 18:37:01,2026-08-01 18:54:01,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90091,BNK-90091,SETTLED,12500.0,INR,BATCH-20260801-17,2026-08-01 18:47:47,2026-08-01 19:01:47,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90092,BNK-90092,SETTLED,199.0,INR,BATCH-20260801-06,2026-08-01 18:48:52,2026-08-01 19:11:52,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90093,BNK-90093,SETTLED,1499.0,INR,BATCH-20260801-07,2026-08-01 18:59:06,2026-08-01 19:19:06,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90094,BNK-90094,SETTLED,3499.0,INR,BATCH-20260801-04,2026-08-01 19:06:28,2026-08-01 19:16:28,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90095,BNK-90095,SETTLED,1250.0,INR,BATCH-20260801-12,2026-08-01 19:15:55,2026-08-01 19:26:55,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90096,BNK-90096,SETTLED,1999.0,INR,BATCH-20260801-19,2026-08-01 19:19:15,2026-08-01 19:37:15,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90097,BNK-90097,SETTLED,4999.0,INR,BATCH-20260801-18,2026-08-01 19:28:28,2026-08-01 19:52:28,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90098,BNK-90098,SETTLED,799.0,INR,BATCH-20260801-13,2026-08-01 19:38:24,2026-08-01 19:50:24,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90099,BNK-90099,SETTLED,1999.0,INR,BATCH-20260801-12,2026-08-01 19:35:51,2026-08-01 19:54:51,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90100,BNK-90100,SETTLED,2499.0,INR,BATCH-20260801-17,2026-08-01 19:49:12,2026-08-01 20:06:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90101,BNK-90101,SETTLED,2899.0,INR,BATCH-20260801-10,2026-08-01 19:55:27,2026-08-01 20:24:27,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90102,BNK-90102,SETTLED,1599.0,INR,BATCH-20260801-20,2026-08-01 19:57:12,2026-08-01 20:11:12,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90103,BNK-90103,PENDING,499.0,INR,BATCH-20260801-09,2026-08-01 20:06:50,,P01,Settlement pending with acquiring bank,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90104,BNK-90104,SETTLED,1599.0,INR,BATCH-20260801-19,2026-08-01 20:17:03,2026-08-01 20:38:03,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90105,BNK-90105,SETTLED,12500.0,INR,BATCH-20260801-16,2026-08-01 20:24:09,2026-08-01 20:33:09,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90106,BNK-90106,SETTLED,12500.0,INR,BATCH-20260801-16,2026-08-01 20:32:25,2026-08-01 20:42:25,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90107,BNK-90107,SETTLED,6750.0,INR,BATCH-20260801-15,2026-08-01 20:40:22,2026-08-01 20:57:22,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90108,BNK-90108,SETTLED,3499.0,INR,BATCH-20260801-05,2026-08-01 20:44:54,2026-08-01 20:59:54,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90109,BNK-90109,SETTLED,4999.0,INR,BATCH-20260801-08,2026-08-01 20:50:44,2026-08-01 20:58:44,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90110,BNK-90110,SETTLED,1250.0,INR,BATCH-20260801-08,2026-08-01 20:56:45,2026-08-01 21:10:45,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90111,BNK-90111,SETTLED,2499.0,INR,BATCH-20260801-09,2026-08-01 21:04:46,2026-08-01 21:25:46,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90112,BNK-90112,SETTLED,12500.0,INR,BATCH-20260801-17,2026-08-01 21:10:13,2026-08-01 21:39:13,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90113,BNK-90113,SETTLED,499.0,INR,BATCH-20260801-13,2026-08-01 21:20:53,2026-08-01 21:46:53,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
TXN-90114,BNK-90114,SETTLED,2899.0,INR,BATCH-20260801-14,2026-08-01 21:22:44,2026-08-01 21:42:44,00,Settlement completed,"{""source"": ""mock_bank"", ""environment"": ""hackathon"", ""batchType"": ""standard""}"
