transactionId,gatewayReference,status,amount,currency,processedAt,responseCode,responseMessage,metadata
TXN-90011,GW-90011,SUCCESS,199.0,INR,2026-08-01 09:22:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90012,GW-90012,SUCCESS,4999.0,INR,2026-08-01 09:28:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90013,GW-90013,SUCCESS,4200.0,INR,2026-08-01 09:35:26,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90014,GW-90014,SUCCESS,4999.0,INR,2026-08-01 09:43:12,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90015,GW-90015,SUCCESS,799.0,INR,2026-08-01 09:45:45,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90016,GW-90016,SUCCESS,299.0,INR,2026-08-01 09:56:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90017,GW-90017,SUCCESS,499.0,INR,2026-08-01 10:03:05,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90018,GW-90018,SUCCESS,199.0,INR,2026-08-01 10:10:12,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90019,GW-90019,SUCCESS,8999.0,INR,2026-08-01 10:15:13,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90020,GW-90020,SUCCESS,1599.0,INR,2026-08-01 10:23:29,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90021,GW-90021,SUCCESS,499.0,INR,2026-08-01 10:29:17,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90022,GW-90022,SUCCESS,12500.0,INR,2026-08-01 10:35:08,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90023,GW-90023,SUCCESS,1999.0,INR,2026-08-01 10:47:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90024,GW-90024,SUCCESS,4999.0,INR,2026-08-01 10:52:36,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90025,GW-90025,SUCCESS,499.0,INR,2026-08-01 10:59:08,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90026,GW-90026,SUCCESS,199.0,INR,2026-08-01 11:06:47,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90027,GW-90027,SUCCESS,199.0,INR,2026-08-01 11:14:40,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90028,GW-90028,SUCCESS,999.0,INR,2026-08-01 11:18:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90029,GW-90029,SUCCESS,1999.0,INR,2026-08-01 11:23:24,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90030,GW-90030,SUCCESS,1599.0,INR,2026-08-01 11:31:42,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90031,GW-90031,SUCCESS,6750.0,INR,2026-08-01 11:41:56,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90032,GW-90032,PENDING,999.0,INR,2026-08-01 11:44:52,91,Issuer or switch temporarily unavailable,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90033,GW-90033,SUCCESS,4999.0,INR,2026-08-01 11:52:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90034,GW-90034,SUCCESS,499.0,INR,2026-08-01 11:59:54,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90035,GW-90035,SUCCESS,1599.0,INR,2026-08-01 12:09:05,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90036,GW-90036,SUCCESS,799.0,INR,2026-08-01 12:15:39,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90037,GW-90037,SUCCESS,6750.0,INR,2026-08-01 12:23:19,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90038,GW-90038,SUCCESS,299.0,INR,2026-08-01 12:27:50,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90039,GW-90039,SUCCESS,2499.0,INR,2026-08-01 12:34:38,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90040,GW-90040,SUCCESS,12500.0,INR,2026-08-01 12:41:58,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90041,GW-90041,SUCCESS,299.0,INR,2026-08-01 12:50:52,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90042,GW-90042,SUCCESS,12500.0,INR,2026-08-01 12:58:25,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90043,GW-90043,SUCCESS,1599.0,INR,2026-08-01 13:06:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90044,GW-90044,SUCCESS,799.0,INR,2026-08-01 13:10:32,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90045,GW-90045,SUCCESS,12500.0,INR,2026-08-01 13:15:59,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90046,GW-90046,SUCCESS,2499.0,INR,2026-08-01 13:25:23,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90047,GW-90047,SUCCESS,3499.0,INR,2026-08-01 13:31:50,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90048,GW-90048,SUCCESS,3499.0,INR,2026-08-01 13:37:27,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90049,GW-90049,SUCCESS,4999.0,INR,2026-08-01 13:47:00,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90050,GW-90050,SUCCESS,2899.0,INR,2026-08-01 13:53:41,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90051,GW-90051,SUCCESS,1599.0,INR,2026-08-01 14:00:40,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90052,GW-90052,SUCCESS,4999.0,INR,2026-08-01 14:04:48,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90053,GW-90053,SUCCESS,4200.0,INR,2026-08-01 14:14:25,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90054,GW-90054,SUCCESS,999.0,INR,2026-08-01 14:22:27,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90055,GW-90055,SUCCESS,4999.0,INR,2026-08-01 14:31:01,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90056,GW-90056,SUCCESS,799.0,INR,2026-08-01 14:38:00,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90057,GW-90057,SUCCESS,199.0,INR,2026-08-01 14:40:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90058,GW-90058,SUCCESS,6750.0,INR,2026-08-01 14:48:34,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90059,GW-90059,SUCCESS,12500.0,INR,2026-08-01 14:57:37,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90060,GW-90060,SUCCESS,4999.0,INR,2026-08-01 15:04:07,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90061,GW-90061,SUCCESS,199.0,INR,2026-08-01 15:07:27,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90062,GW-90062,SUCCESS,499.0,INR,2026-08-01 15:15:09,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90063,GW-90063,SUCCESS,299.0,INR,2026-08-01 15:23:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90064,GW-90064,SUCCESS,299.0,INR,2026-08-01 15:30:02,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90065,GW-90065,SUCCESS,4999.0,INR,2026-08-01 15:36:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90066,GW-90066,SUCCESS,199.0,INR,2026-08-01 15:48:08,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90067,GW-90067,SUCCESS,799.0,INR,2026-08-01 15:55:19,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90068,GW-90068,SUCCESS,799.0,INR,2026-08-01 15:57:54,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90069,GW-90069,SUCCESS,999.0,INR,2026-08-01 16:07:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90070,GW-90070,SUCCESS,2899.0,INR,2026-08-01 16:13:53,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90071,GW-90071,SUCCESS,12500.0,INR,2026-08-01 16:21:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90072,GW-90072,SUCCESS,1599.0,INR,2026-08-01 16:26:21,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90073,GW-90073,SUCCESS,2899.0,INR,2026-08-01 16:31:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90074,GW-90074,SUCCESS,999.0,INR,2026-08-01 16:43:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90075,GW-90075,SUCCESS,299.0,INR,2026-08-01 16:49:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90076,GW-90076,SUCCESS,799.0,INR,2026-08-01 16:57:08,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90077,GW-90077,SUCCESS,199.0,INR,2026-08-01 17:04:59,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90078,GW-90078,SUCCESS,199.0,INR,2026-08-01 17:08:22,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90079,GW-90079,SUCCESS,2499.0,INR,2026-08-01 17:16:29,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90080,GW-90080,SUCCESS,6750.0,INR,2026-08-01 17:24:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90081,GW-90081,SUCCESS,1599.0,INR,2026-08-01 17:31:43,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90082,GW-90082,SUCCESS,1599.0,INR,2026-08-01 17:34:52,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90083,GW-90083,SUCCESS,1999.0,INR,2026-08-01 17:45:00,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90084,GW-90084,SUCCESS,2499.0,INR,2026-08-01 17:53:03,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90085,GW-90085,SUCCESS,799.0,INR,2026-08-01 17:57:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90086,GW-90086,SUCCESS,199.0,INR,2026-08-01 18:07:57,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90087,GW-90087,SUCCESS,1250.0,INR,2026-08-01 18:12:18,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90088,GW-90088,SUCCESS,799.0,INR,2026-08-01 18:21:40,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90089,GW-90089,SUCCESS,299.0,INR,2026-08-01 18:25:30,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90090,GW-90090,SUCCESS,12500.0,INR,2026-08-01 18:33:19,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90091,GW-90091,SUCCESS,12500.0,INR,2026-08-01 18:42:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90092,GW-90092,SUCCESS,199.0,INR,2026-08-01 18:45:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90093,GW-90093,SUCCESS,1499.0,INR,2026-08-01 18:55:23,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90094,GW-90094,SUCCESS,3499.0,INR,2026-08-01 19:01:36,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90095,GW-90095,SUCCESS,1250.0,INR,2026-08-01 19:08:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90096,GW-90096,SUCCESS,1999.0,INR,2026-08-01 19:12:20,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90097,GW-90097,SUCCESS,4999.0,INR,2026-08-01 19:22:36,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90098,GW-90098,SUCCESS,799.0,INR,2026-08-01 19:31:43,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90099,GW-90099,SUCCESS,1999.0,INR,2026-08-01 19:34:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90100,GW-90100,SUCCESS,2499.0,INR,2026-08-01 19:45:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90101,GW-90101,SUCCESS,2899.0,INR,2026-08-01 19:48:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90102,GW-90102,SUCCESS,1599.0,INR,2026-08-01 19:54:20,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90103,GW-90103,SUCCESS,499.0,INR,2026-08-01 20:01:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90104,GW-90104,SUCCESS,1599.0,INR,2026-08-01 20:12:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90105,GW-90105,SUCCESS,12500.0,INR,2026-08-01 20:18:26,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90106,GW-90106,SUCCESS,12500.0,INR,2026-08-01 20:25:31,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90107,GW-90107,SUCCESS,6750.0,INR,2026-08-01 20:33:26,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90108,GW-90108,SUCCESS,3499.0,INR,2026-08-01 20:39:19,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90109,GW-90109,SUCCESS,4999.0,INR,2026-08-01 20:43:50,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90110,GW-90110,SUCCESS,1250.0,INR,2026-08-01 20:50:51,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90111,GW-90111,SUCCESS,2499.0,INR,2026-08-01 21:01:55,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90112,GW-90112,SUCCESS,12500.0,INR,2026-08-01 21:05:32,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90113,GW-90113,SUCCESS,499.0,INR,2026-08-01 21:17:16,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90114,GW-90114,SUCCESS,2899.0,INR,2026-08-01 21:21:01,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90115,GW-90115,SUCCESS,4999.0,INR,2026-08-01 21:28:11,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90116,GW-90116,SUCCESS,8999.0,INR,2026-08-01 21:35:14,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90117,GW-90117,SUCCESS,299.0,INR,2026-08-01 21:41:02,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90118,GW-90118,SUCCESS,2499.0,INR,2026-08-01 21:49:20,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90119,GW-90119,SUCCESS,2899.0,INR,2026-08-01 21:58:37,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90120,GW-90120,SUCCESS,2499.0,INR,2026-08-01 22:05:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90121,GW-90121,SUCCESS,999.0,INR,2026-08-01 22:09:23,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90122,GW-90122,SUCCESS,3499.0,INR,2026-08-01 22:19:22,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90123,GW-90123,SUCCESS,4999.0,INR,2026-08-01 22:27:09,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90124,GW-90124,SUCCESS,199.0,INR,2026-08-01 22:33:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90125,GW-90125,SUCCESS,3499.0,INR,2026-08-01 22:38:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90126,GW-90126,SUCCESS,1250.0,INR,2026-08-01 22:48:19,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90127,GW-90127,SUCCESS,1999.0,INR,2026-08-01 22:50:52,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90128,GW-90128,SUCCESS,499.0,INR,2026-08-01 23:00:54,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90129,GW-90129,SUCCESS,4200.0,INR,2026-08-01 23:03:17,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90130,GW-90130,SUCCESS,6750.0,INR,2026-08-01 23:11:28,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90131,GW-90131,SUCCESS,12500.0,INR,2026-08-01 23:17:04,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90132,GW-90132,SUCCESS,199.0,INR,2026-08-01 23:30:13,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90133,GW-90133,SUCCESS,4200.0,INR,2026-08-01 23:33:43,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90134,GW-90134,SUCCESS,199.0,INR,2026-08-01 23:39:35,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90135,GW-90135,SUCCESS,999.0,INR,2026-08-01 23:45:40,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90136,GW-90136,SUCCESS,999.0,INR,2026-08-01 23:56:27,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90137,GW-90137,SUCCESS,6750.0,INR,2026-08-01 23:59:49,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90138,GW-90138,SUCCESS,999.0,INR,2026-08-02 00:08:10,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90139,GW-90139,SUCCESS,499.0,INR,2026-08-02 00:18:36,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""NETBANKING""}"
TXN-90140,GW-90140,SUCCESS,4200.0,INR,2026-08-02 00:21:30,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90141,GW-90141,SUCCESS,1250.0,INR,2026-08-02 00:31:42,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90142,GW-90142,SUCCESS,499.0,INR,2026-08-02 00:37:15,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""UPI""}"
TXN-90143,GW-90143,SUCCESS,499.0,INR,2026-08-02 00:42:42,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
TXN-90144,GW-90144,SUCCESS,8999.0,INR,2026-08-02 00:49:43,00,Transaction approved,"{""source"": ""mock_gateway"", ""environment"": ""hackathon"", ""channel"": ""CARD""}"
